Year-Month,ME1 BM1,ME1 BM2,ME1 BM3,ME1 BM4,ME1 BM5,ME1 BM6,ME1 BM7,ME1 BM8,ME1 BM9,ME1 BM10,ME2 BM1,ME2 BM2,ME2 BM3,ME2 BM4,ME2 BM5,ME2 BM6,ME2 BM7,ME2 BM8,ME2 BM9,ME2 BM10,ME3 BM1,ME3 BM2,ME3 BM3,ME3 BM4,ME3 BM5,ME3 BM6,ME3 BM7,ME3 BM8,ME3 BM9,ME3 BM10,ME4 BM1,ME4 BM2,ME4 BM3,ME4 BM4,ME4 BM5,ME4 BM6,ME4 BM7,ME4 BM8,ME4 BM9,ME4 BM10,ME5 BM1,ME5 BM2,ME5 BM3,ME5 BM4,ME5 BM5,ME5 BM6,ME5 BM7,ME5 BM8,ME5 BM9,ME5 BM10,ME6 BM1,ME6 BM2,ME6 BM3,ME6 BM4,ME6 BM5,ME6 BM6,ME6 BM7,ME6 BM8,ME6 BM9,ME6 BM10,ME7 BM1,ME7 BM2,ME7 BM3,ME7 BM4,ME7 BM5,ME7 BM6,ME7 BM7,ME7 BM8,ME7 BM9,ME7 BM10,ME8 BM1,ME8 BM2,ME8 BM3,ME8 BM4,ME8 BM5,ME8 BM6,ME8 BM7,ME8 BM8,ME8 BM9,ME8 BM10,ME9 BM1,ME9 BM2,ME9 BM3,ME9 BM4,ME9 BM5,ME9 BM6,ME9 BM7,ME9 BM8,ME9 BM9,ME9 BM10,BIG LoBM,ME10 BM2,ME10 BM3,ME10 BM4,ME10 BM5,ME10 BM6,ME10 BM7,ME10 BM8,ME10 BM9,ME10 BM10
201807,-4.1186,-2.6605,-3.4049,-0.6799,-2.3853,-2.434,-2.7259,-0.2134,-0.7404,-0.3902,-0.0395,-0.5221,-1.5619,-0.083,1.6312,2.1456,-1.0869,0.1252,-1.2793,1.7101,-1.102,6.2765,3.0058,1.7257,2.3165,3.4461,-1.0931,1.8155,1.8403,2.9612,-0.1863,0.8844,4.4899,6.5463,7.7143,3.6172,2.436,-0.7706,2.3011,3.6247,1.2766,0.0922,3.4758,2.1838,4.0726,-0.5898,-0.4959,3.1358,0.863,-2.8981,2.9127,0.2571,1.7991,2.8537,2.6066,1.7134,3.4742,2.5996,0.013,-1.8196,0.4853,2.8164,4.1167,4.7752,5.4959,-0.2626,-0.7294,0.2295,2.0679,1.346,3.2142,2.5398,0.6736,3.7936,2.6941,2.4499,3.7589,2.102,3.8403,4.1835,2.7779,4.2997,3.2787,3.5202,3.8088,2.8205,2.8101,3.6712,0.2607,5.8961,3.4588,2.4371,3.4084,4.4051,3.8562,4.0241,0.9533,3.9087,4.2244,5.6508
201808,4.3226,4.8086,12.3956,4.2332,1.9318,1.4756,3.5124,-0.5758,0.6616,1.3226,6.788,2.1124,12.5838,6.5515,6.5706,1.9817,2.9055,0.9654,1.49,4.3322,9.8928,9.0678,4.6995,5.6218,4.1165,4.2519,1.3981,1.1629,1.8458,5.7803,6.7698,6.5832,5.0427,4.5507,3.1595,4.4576,-1.0455,6.5828,1.9125,3.0582,3.7014,4.8466,2.0812,4.7728,1.2527,4.5289,3.9075,-0.33,4.0736,0.0659,6.5707,9.1957,11.6598,4.3162,3.5102,3.1262,3.8358,2.6705,5.584,7.4331,8.9583,6.4109,1.1663,4.6662,-1.938,1.4102,-0.456,2.6965,1.1767,0.1717,10.8841,4.7627,3.2982,3.5951,-1.2164,0.1884,1.0184,-0.4904,-3.4495,-1.7598,9.3566,4.1052,1.099,-1.6833,2.1404,0.5327,0.2132,-2.7011,3.6018,4.9362,4.0812,2.3954,1.9954,3.6918,0.6405,1.8827,2.2253,-0.3219,1.7148,-1.3976
201809,4.7688,-3.9989,5.7591,-0.7535,-2.5807,-3.3068,-2.8499,-0.2801,-4.7336,-1.8056,-0.6428,-3.8897,-1.0345,-3.7487,-6.5351,-3.7874,-4.33,-3.7008,-1.6028,-3.4467,-6.4128,-3.5809,-2.7674,-2.02,-3.9425,-5.9673,-4.7938,-2.3453,-3.4558,-2.8332,-2.3837,2.5002,-0.9591,0.9226,-1.563,-3.3695,-1.8273,-5.1615,-1.9143,2.7627,-3.4531,-1.0937,-2.3439,-2.1559,-2.4702,-1.7603,-4.554,-4.741,-3.7191,0.8793,-2.9978,-2.0127,-1.2805,-0.1366,-0.9495,-5.2768,-2.103,-4.528,-4.3099,-0.9273,-1.3081,-0.1461,-1.2137,-2.0979,-3.4967,-4.1635,-1.1124,-1.0539,-1.5455,-1.586,-0.6805,-1.7402,1.556,1.1486,-2.038,-0.638,0.856,1.3734,1.8741,1.4157,1.03,0.2319,0.2469,1.5978,-1.4526,-1.3591,-2.6564,-0.2838,-2.6698,-2.4822,1.0418,1.8609,0.5348,2.0617,1.276,-0.3547,-0.8076,-3.1817,-1.5418,1.889
201810,-12.2005,-14.7384,-16.585,-13.5897,-7.2459,-10.3213,-9.1941,-7.8324,-7.753,-10.1178,-15.1895,-16.3833,-12.45,-13.7653,-13.6247,-10.3181,-10.1127,-8.5809,-8.7748,-8.1567,-15.606,-11.5098,-10.0622,-14.8846,-13.8233,-11.7686,-9.695,-8.3313,-7.6481,-15.2348,-9.8778,-13.4238,-12.4882,-10.8253,-13.4372,-10.8873,-12.9064,-13.1246,-6.9692,-7.28,-18.3837,-15.7922,-8.8199,-12.2487,-10.824,-10.0353,-7.2654,-8.5463,-10.8237,-8.0358,-11.4342,-11.8416,-13.6092,-8.3376,-6.0937,-6.8412,-6.053,-9.3983,-6.0544,-9.4153,-10.909,-10.6008,-10.4238,-11.6809,-10.4025,-9.8589,-8.7789,-10.3822,-9.2644,-11.2738,-9.3627,-8.8694,-10.0079,-8.7446,-7.3477,-7.316,-2.1772,-8.2099,-8.6332,-8.9167,-11.3088,-8.432,-8.0751,-10.2309,-11.7633,-6.1728,-0.9619,-13.0577,-6.5816,-7.7561,-9.0228,-8.37,-5.5692,-3.5781,-6.2952,-3.3153,-8.6497,-2.3698,-4.7741,-13.9079
201811,-5.8687,-4.3724,-5.0964,-0.646,-3.3105,-3.1981,-2.0816,-0.0833,-4.229,-4.5144,-2.673,3.0952,-0.0733,3.143,1.6892,-0.2945,-0.5884,2.2705,-3.5191,-4.5983,-0.6178,5.5566,-2.7037,1.2027,1.5952,3.5973,-0.724,3.1983,-0.6467,1.6222,0.7282,8.7147,5.0035,2.2491,5.2659,1.6176,2.0737,1.7209,-2.5857,5.2766,3.0387,-0.3992,-1.1695,2.5996,3.8751,6.2935,1.4405,2.1614,0.9266,0.7958,0.1133,2.2603,5.219,2.578,0.4064,2.3126,2.9381,1.678,1.7322,-9.1007,5.5823,4.5377,1.6691,3.4497,5.1132,6.1039,1.4992,5.2853,5.755,-1.6655,-0.5995,2.0903,1.905,0.7357,3.9034,2.0016,-3.9967,-4.0785,11.8308,3.2084,5.1426,3.2179,0.1986,4.0716,3.7011,1.8947,1.7248,1.4573,-4.7799,-4.3316,2.8637,1.8307,4.5716,1.2156,4.1484,0.2726,1.6988,2.1537,2.1561,5.0188
201812,-17.6855,-21.9245,-17.7743,-19.9629,-16.9258,-14.0298,-13.6342,-11.4124,-12.0392,-15.1597,-15.6374,-10.0925,-15.6635,-9.513,-10.4407,-13.0838,-12.0816,-11.8955,-12.9049,-15.9225,-13.2179,-11.2194,-11.1175,-10.7936,-10.0618,-13.9286,-12.7729,-12.7256,-11.6069,-12.5855,-11.2313,-13.456,-14.5315,-9.1762,-12.4933,-12.2826,-11.8856,-15.0667,-12.4411,-14.0652,-7.0044,-14.6827,-10.3407,-12.823,-13.7398,-13.7374,-11.4676,-14.5701,-14.9906,-12.5039,-10.1058,-12.5404,-8.4248,-11.3673,-11.623,-8.1546,-10.9507,-11.8676,-13.5774,-21.0252,-10.0598,-10.4283,-13.7085,-10.4223,-9.7539,-10.7456,-10.4636,-15.2408,-12.9638,-20.6543,-8.8269,-11.2389,-11.853,-10.9813,-12.1419,-9.9058,-11.6818,-11.6086,-9.0839,-12.6383,-8.0785,-8.8054,-8.6565,-9.4484,-13.1872,-10.8845,-4.9792,-15.8474,-9.9476,-13.9226,-7.5843,-8.7806,-8.1951,-8.0027,-11.5324,-7.9559,-10.7615,-11.1449,-12.1504,-9.7201
201901,34.1839,23.849,34.1359,18.9908,17.295,14.8507,12.5661,10.9052,11.3719,16.7132,10.3306,9.7584,11.1245,10.7458,12.3677,9.7317,9.2792,11.4589,11.0618,12.0954,14.0947,11.2478,9.5285,13.4418,11.4754,9.3615,11.0735,11.5006,13.9591,9.2398,11.5443,8.9694,12.0837,12.4634,9.5074,12.4121,12.0811,11.4119,12.587,9.4629,21.648,16.9565,14.2272,9.5152,14.2998,14.8136,9.3521,11.0981,16.9782,15.6068,15.152,11.2514,6.8483,11.8683,10.2747,10.2042,9.619,14.2034,12.8118,15.3587,15.3589,12.8789,11.5025,10.8163,11.0095,11.0752,14.4304,16.875,11.723,19.1432,11.3724,10.186,10.0691,12.6376,13.0575,9.7744,8.3397,11.4988,8.5322,13.9752,12.2415,10.3617,9.9941,12.9376,13.2325,11.6135,6.2568,14.4542,3.9416,9.7689,8.1928,8.6075,8.7603,6.29,6.3471,11.8428,8.5689,8.9558,14.1722,11.3021
201902,8.2425,6.1773,0.1077,3.8009,6.4958,6.0824,4.9063,5.5329,5.6363,3.5211,11.7739,4.3847,8.1106,4.7505,6.8916,6.9502,4.8456,5.6132,8.2094,2.2981,6.4476,5.1059,6.183,3.1673,10.3624,6.2889,4.3142,6.4127,1.729,2.518,7.0641,3.8284,10.8064,3.3011,2.3096,6.017,2.1321,7.6273,0.4107,0.6678,4.6801,6.3274,4.5034,8.6715,4.2057,3.034,4.5935,3.5638,3.2616,-2.838,9.5551,4.1861,4.943,7.0832,6.0334,5.051,2.0121,5.6721,4.243,0.6768,9.0634,8.8975,6.5792,4.3283,4.1184,5.2686,1.809,1.0629,5.1695,-0.2177,5.9156,5.5807,6.6198,2.8943,3.3248,2.1276,-0.6275,9.9225,-1.5993,6.0525,6.6264,5.3182,7.1629,4.4982,1.5666,5.0703,3.2932,3.6173,3.6419,-3.4589,5.0523,3.3213,1.9059,3.5914,2.5987,2.7926,0.5955,0.292,3.0365,1.637
201903,1.0626,0.7094,-0.933,-4.9371,7.3958,0.326,0.2592,-1.6267,-1.6522,-2.6632,-1.2769,2.7307,3.7624,-2.9324,-3.4242,-3.4321,-7.7327,-7.4065,-2.3934,-5.2206,-0.4123,-1.7152,0.5265,-1.7805,-1.2475,-3.8762,-3.2492,-4.762,-4.7149,-6.8155,0.0388,2.7666,-1.3053,-2.1331,-3.3331,-4.7803,-5.1778,-8.3253,-3.7414,0.2197,2.2023,-1.6157,-4.596,-2.224,-1.863,-3.5831,-1.0845,-3.3935,-2.3953,-2.579,-2.0402,-2.6084,-0.2657,-2.0504,1.137,-1.8288,-0.6602,-2.7702,-3.728,-2.4957,0.4575,-0.5522,0.3005,-1.4118,0.4105,-4.934,-2.5743,0.7729,-3.3235,-2.5096,1.9144,2.4843,1.0062,1.7074,-2.9673,2.9447,-1.3572,2.2531,-3.4467,-2.7343,2.0465,0.1221,2.5385,0.264,-1.3093,0.1077,0.1385,-1.5185,-1.9415,-4.2043,1.9598,1.4761,0.2019,2.0896,2.252,-1.032,-1.5786,-1.5742,-0.5061,-3.1743
201904,-0.5528,0.9886,-4.1109,-0.5141,0.7649,1.3005,3.5749,2.2319,1.7898,0.8279,2.2345,0.3236,4.4198,1.4978,1.1037,1.9425,6.8038,2.8402,-1.062,4.014,1.5777,4.2938,3.8759,3.5225,4.1457,4.2991,3.2887,-0.3076,4.869,4.672,4.764,7.3521,0.348,-1.3985,0.7913,4.7829,4.1621,4.0325,2.5205,2.9029,-0.2546,0.8122,4.7365,3.9394,7.3857,8.4962,5.8078,6.3538,3.4419,0.3824,4.9545,3.3902,7.1789,4.5025,5.6357,8.7044,5.4581,6.6306,7.0883,-0.8999,3.9731,3.0008,8.1296,1.5393,10.1993,2.7068,3.314,6.9006,4.107,5.0238,2.1952,2.526,2.8649,4.7577,4.3257,3.37,3.8066,6.4219,4.8635,3.5273,3.2864,4.7973,5.8579,3.2122,4.983,2.8175,2.3089,8.8171,6.5536,0.7105,1.9824,3.3284,2.308,6.2119,8.6755,2.4457,3.8128,6.9744,8.0577,11.2962
201905,-6.7379,-9.862,-9.237,-5.7982,-9.9321,-7.6181,-9.8124,-6.5123,-5.847,-8.7709,-10.5456,-6.8183,-6.4967,-3.5314,-10.7022,-10.8655,-12.0188,-9.4715,-10.9924,-12.5603,-8.9559,-3.8555,-9.9063,-5.4646,-9.6685,-8.0823,-8.4749,-10.2768,-12.5521,-12.7159,-9.9822,-12.2517,-6.0838,-8.764,-7.4302,-8.9231,-12.3759,-12.1909,-8.8356,-13.3012,-7.7992,-7.8061,-8.4444,-9.9625,-7.7678,-7.6934,-9.7878,-12.5122,-11.5503,-10.1614,-5.4806,-9.9266,-10.7679,-8.2375,-8.994,-6.7669,-4.6329,-13.1032,-8.7132,-12.7071,-7.2263,-8.4097,-9.4676,-8.4608,-7.1811,-11.6735,-12.5366,-9.6236,-6.3769,-15.7257,-3.9807,-7.4682,-6.8054,-10.0025,-7.1235,-6.869,-12.2444,-1.3562,-6.0718,-8.123,-6.5068,-7.4574,-7.6923,-6.2704,-5.8527,-7.7132,-1.6693,-10.0037,-9.3877,-9.8758,-6.4963,-7.3784,-4.8496,-6.7803,-6.9523,-3.9626,-11.6405,-7.8803,-7.2115,-1.0597
201906,6.7687,-0.6403,7.5626,3.619,4.1844,1.613,2.9909,3.3176,1.1491,-0.4921,10.0423,10.2493,8.8662,4.2822,4.3621,2.9553,10.9753,6.5008,3.4761,5.9162,15.2404,7.126,10.0834,7.7773,8.2972,7.128,7.326,5.8873,8.106,5.3746,5.2965,9.0803,7.6179,10.1068,12.2276,10.7808,6.1159,6.6422,5.1391,3.0357,4.5012,8.4344,11.5934,6.0231,11.0433,8.3363,9.4323,7.9395,6.91,8.2774,11.9661,11.8321,11.0673,8.4114,7.919,6.0551,5.5369,8.2094,7.4486,0.9882,5.7905,10.0961,8.7705,9.4084,13.1399,9.9129,7.6967,10.9985,6.4578,2.91,6.3404,7.3854,10.0264,9.8157,13.4747,5.7274,6.2068,6.0217,5.1386,11.2526,6.2535,9.1129,8.3569,8.8676,7.9786,8.3017,5.3071,9.5761,5.6843,8.906,7.2419,9.2713,5.3782,7.8586,5.6797,7.3258,6.3749,6.8594,6.4615,7.2575
201907,-5.3674,-0.8214,-3.9754,-2.281,-6.1131,-1.7999,-3.3044,-2.9401,-0.2931,-3.5317,-3.1443,-4.6401,2.0379,-2.1899,-0.5793,0.5906,-2.7791,-1.3969,0.4517,-5.7264,-2.2304,-5.4779,-3.588,2.9106,-1.8189,3.7171,2.3709,-1.2208,2.2117,-0.1078,-2.2214,-2.1546,0.0413,2.6924,0.5454,1.0309,0.7112,2.0512,2.8446,-10.1059,5.0302,-2.9558,1.3322,1.8342,1.7823,0.9826,-0.8366,-0.3136,-2.1754,1.4456,4.9255,3.2916,-0.0152,3.3138,0.168,0.6744,-1.0967,1.3224,2.4944,1.8277,3.0288,-0.9541,1.4167,1.7789,3.2013,0.7386,2.8932,0.9043,-1.6817,1.0711,2.8018,2.2748,1.8336,0.0702,2.2723,0.8442,-1.3773,-1.2051,0.2775,0.6166,1.8706,1.0342,2.1274,-0.7202,2.3086,0.1846,0.7531,1.1448,2.1089,0.6537,2.113,1.8276,1.2745,1.0055,1.0935,3.9388,-0.5943,4.7453,1.9777,2.3356
201908,-0.8412,-7.2577,-8.5601,-7.6609,-6.8518,-6.1458,-7.9003,-2.4161,-3.5193,-6.3054,-2.1138,-6.822,-4.8113,-3.5046,-9.9951,-5.9973,-5.4881,-8.8581,-10.2867,-10.8299,-4.5779,-8.9634,-7.7244,-5.5034,-4.9481,-4.1895,-4.9187,-6.1752,-9.2072,-11.7951,4.2364,-0.543,-10.8126,-5.7832,-4.3149,-6.0318,-7.367,-6.1376,-8.2912,-18.206,-4.724,-4.9307,-3.8799,-5.5926,-8.5661,-2.795,-8.5333,-5.3577,-7.8432,-20.0975,-5.6179,-6.5047,-4.6645,-2.3964,-1.0702,-8.3758,-10.3421,-6.5446,-10.6042,-10.2688,0.6332,-5.3203,-5.3769,-5.9902,-4.1204,-7.49,-6.8056,-4.5972,-5.5299,-15.8497,-2.7415,-1.7499,-4.1323,-3.8882,-5.3316,-3.8355,-2.2409,-6.6563,-9.0414,-7.3938,-4.5139,-0.3488,-2.1716,-3.9169,-2.7341,-2.0857,-5.953,-5.8492,-4.4731,-7.2192,1.5951,-0.4459,-1.3164,-2.0869,-5.1915,-2.0251,-2.1207,-6.5755,-7.1855,-11.9556
201909,-2.8813,-1.4166,-1.7892,0.3965,-2.336,-1.2287,0.6102,2.063,4.2819,4.9883,-4.543,-5.7739,0.6089,1.3703,7.9449,3.9882,5.7249,6.5258,10.1559,8.3458,-4.1692,1.6919,-0.1912,4.3462,0.5945,7.0228,5.9324,5.2254,0.8178,9.1838,-2.0404,-0.9932,-1.4002,5.1355,3.7138,4.7664,6.6828,6.0917,5.3485,4.6062,-5.4666,-0.895,-1.8319,3.4469,2.8672,3.8079,5.4126,6.6153,4.4773,4.8395,-3.6443,-1.1116,2.1216,1.6663,1.9125,4.0115,9.5262,5.3575,8.2325,6.2109,-2.889,0.3911,1.4405,2.168,5.7932,6.633,6.1326,7.699,3.1207,9.7956,-6.5397,-0.955,4.1759,5.9605,4.19,6.5066,5.7621,6.4898,4.733,4.8526,0.2896,-0.755,2.3819,4.0884,2.2827,3.8054,1.8675,4.7111,5.465,-1.7494,-0.2834,1.159,1.0005,2.1936,3.1373,2.5037,4.8186,7.4191,3.7569,9.1032
201910,6.7646,-4.1851,-5.3575,-6.3286,-2.4259,-2.069,-0.9443,-2.659,-1.2756,-5.2518,-2.2247,3.8997,4.4834,0.7012,-0.2072,3.6303,3.0185,1.3876,5.2807,-6.544,0.1649,0.4581,3.6424,3.7014,0.7147,0.7894,3.9303,0.6668,0.8677,2.5998,6.4262,4.8395,11.2208,2.0157,1.7201,1.0318,3.4451,2.0883,4.2757,-4.441,10.0608,4.7882,1.7427,5.399,0.1445,3.1267,2.5585,-0.0225,-1.3325,-1.3986,1.2025,2.7106,0.1076,1.0109,0.5406,2.2302,2.6949,4.6001,1.2177,1.0235,1.7623,1.2332,0.2151,0.0764,-1.7419,0.5316,-1.8131,2.699,0.8333,-3.4166,4.4442,3.0944,1.9991,2.7957,0.3473,0.6159,-0.5975,0.462,-8.9432,0.2511,1.8697,1.5405,-2.1179,0.5622,3.5598,0.2087,-0.7973,1.9622,2.4984,-2.0958,2.8539,3.1989,1.2606,0.9617,0.708,8.8796,0.2853,4.653,2.6723,0.1427
201911,5.0367,2.817,0.2095,2.9061,0.5616,2.698,-0.0107,2.88,3.2199,-0.5036,14.144,8.8043,2.9486,8.4052,2.2561,2.6301,3.1943,5.5735,4.2955,6.6192,11.0793,21.9631,8.5949,4.463,2.9681,3.3521,4.6368,1.1112,9.521,3.2219,7.5161,6.8432,-2.398,5.5007,3.0135,2.2625,2.8702,4.0789,2.4086,-7.5307,10.4654,5.3116,3.6139,2.7801,2.0054,1.27,5.254,3.9125,4.4322,6.3521,8.6858,5.0857,6.8288,3.0792,2.7913,1.4896,7.7332,4.3245,3.424,0.9387,4.3555,5.1525,4.0933,3.6212,1.8544,5.7899,2.6185,3.5368,3.6279,10.3938,13.1628,5.7961,3.4478,4.2347,2.4891,4.0053,3.7958,1.8845,5.262,1.1696,4.4525,4.608,5.8296,3.934,3.2805,0.7683,8.7215,5.2036,-0.1477,-0.1069,4.4223,2.6433,5.5118,3.5517,2.1917,4.4214,2.8306,-1.0347,6.5139,2.8327
201912,7.1789,1.0083,11.6752,4.0841,5.7509,3.9719,3.0517,6.8259,3.2107,11.9256,7.2969,2.3925,9.9155,17.677,0.5023,5.2787,9.1193,4.6987,5.3857,10.3497,11.883,4.0504,3.5849,1.0197,14.8662,7.1004,3.011,5.9347,4.9223,9.1105,1.4254,4.5392,5.2145,2.0433,9.1532,2.3638,1.4804,2.5866,4.4533,29.5846,-1.5703,1.4695,2.9571,2.8935,6.4404,4.9393,3.2605,2.9697,5.5939,3.9858,-2.1568,2.8153,2.6403,4.104,2.8594,4.0689,4.6997,0.0085,3.8128,2.263,0.7436,1.36,2.3531,3.0122,3.1311,5.3127,3.3918,4.6887,5.053,-0.8831,-1.3832,-0.4453,1.7495,5.0146,5.5435,1.2204,1.7522,4.4534,12.4177,4.8696,2.609,1.2879,3.2213,2.1669,1.8911,4.2963,2.8712,5.2529,-2.0435,12.8287,3.3544,3.2326,1.0039,3.2962,2.7665,-0.2666,1.1267,5.0297,3.5176,1.52
202001,0.5899,3.3032,-0.2202,1.435,7.7117,5.9759,0.0549,-0.3666,5.0372,-0.8312,-5.7192,-1.3855,0.3997,-5.5064,-7.3775,-5.7125,-5.3905,-7.2778,-10.3234,-16.2227,1.2674,-6.0667,-7.5368,-1.4419,-7.5657,-4.2729,-6.2681,-9.834,-9.5326,-13.8611,-3.8817,-1.0336,-2.6431,-1.507,-6.9689,-5.1629,-5.3326,-6.4035,-5.0781,-23.8303,0.2189,1.8673,-1.6038,-1.9348,-5.5384,-5.7556,-2.7463,-6.9532,-9.945,-15.5619,-0.1212,-3.8199,1.7661,-1.4973,-0.7435,-1.4917,-4.5199,-6.0287,-8.3282,-7.9051,3.0323,-0.5562,-2.2123,-4.794,-3.574,-4.1652,-4.2414,-1.5855,-5.5422,-2.0181,4.9158,-2.6572,-1.4744,-1.8614,0.5738,-2.9835,-0.8683,-6.4379,1.2519,-5.5126,1.3574,-0.8853,-0.1552,0.2197,-2.5658,-1.8426,-2.5604,-4.9447,-4.1014,-13.5595,1.7746,-0.6489,-0.7485,-0.1126,1.7878,-2.9811,-6.4527,-5.7515,-1.5854,-3.7215
202002,-7.8815,-11.3172,-3.2654,-5.3978,1.8349,-2.719,-5.5757,-5.5635,-8.8271,-4.1278,-4.0595,-5.0493,-3.0852,-5.2299,-4.8092,-6.7986,-10.3521,-9.4045,-9.792,-12.0609,-5.5478,-4.4439,-5.3134,-10.6161,-13.4612,-8.093,-11.503,-11.0664,-9.1726,-9.5529,-6.8857,-9.7917,-8.7397,-8.7835,-10.9171,-10.3616,-10.8418,-7.9764,-11.2971,-22.6322,-3.5742,-4.8869,-7.9176,-4.884,-13.2267,-6.4011,-8.6297,-10.7068,-13.1709,-14.9509,-10.6684,-6.3416,-5.677,-10.9877,-11.9075,-13.6499,-6.7936,-9.3737,-12.0292,-5.702,-8.3479,-7.1309,-4.5142,-10.4027,-9.1884,-11.3456,-12.7736,-10.8703,-11.9977,-11.0833,-5.217,-8.1642,-8.2127,-7.7436,-8.1779,-9.1176,-8.5331,-12.4378,-13.2568,-14.1817,-7.9767,-6.4554,-6.1537,-11.4104,-11.3283,-9.3763,-12.2196,-11.5998,13.7394,-15.8307,-5.9621,-7.1962,-7.3162,-9.3279,-8.979,-9.1807,-12.1702,-9.4805,-14.5799,-15.5888
202003,-23.4106,-15.4837,-15.408,-18.7356,-20.3995,-16.9557,-24.0716,-23.5062,-25.6894,-25.9366,-22.2285,-25.7605,-19.9646,-15.6153,-25.4977,-25.2176,-24.4248,-30.7762,-30.9,-32.9176,-20.0312,-22.4972,-19.2144,-20.2571,-23.7901,-29.1722,-24.8149,-24.8028,-34.676,-42.0913,-18.8374,-20.3267,-19.697,-20.7213,-24.2247,-17.3549,-20.0537,-28.2495,-26.5207,-51.7695,-21.5175,-18.049,-17.3534,-22.908,-24.5403,-11.3557,-26.7348,-24.8824,-35.9205,-24.1072,-19.5295,-18.0783,-13.7362,-22.6119,-19.0501,-18.36,-30.386,-32.1688,-34.1925,-18.2019,-18.3119,-16.9962,-19.8419,-21.1703,-25.2686,-23.3251,-27.7292,-34.7589,-28.614,-40.9287,-7.6757,-13.1861,-19.8847,-20.6576,-16.0475,-22.6807,-38.7334,-33.0341,-36.5635,-33.5534,-12.5438,-14.5879,-17.6002,-18.8821,-16.1259,-18.7585,-26.6551,-25.0123,-24.2565,-48.8904,-11.1779,-8.6275,-10.3754,-15.3149,-19.8138,-15.1927,-18.6689,-25.1687,-29.0485,-35.4147
202004,27.0156,22.7798,29.6507,27.2799,15.1672,17.3903,14.0148,17.5086,16.8621,20.9648,37.7736,22.0904,22.5357,17.5562,24.6155,20.0135,13.5491,14.8056,16.9296,29.3561,20.8364,19.8489,16.6904,14.1832,16.7338,22.5521,10.4658,13.6876,22.7759,51.393,22.0311,18.3964,18.6742,13.9302,15.1498,11.515,8.6732,11.582,23.2586,114.864,16.0457,26.7221,12.4315,15.4239,14.0489,9.7667,22.6368,14.8784,40.1598,16.143,20.7171,14.6814,13.8317,16.9197,11.1554,14.9081,18.8111,16.9264,24.5734,20.1242,21.5537,19.3509,18.2262,13.6054,15.7893,14.2368,21.4561,21.6256,18.0016,9.4952,15.2795,16.3602,13.9342,14.6834,10.9103,12.5899,39.3875,18.7586,28.828,19.1685,16.1217,15.6196,17.4664,18.5082,9.9569,13.6337,20.5219,15.0337,13.6125,43.6445,13.2614,10.9683,13.033,11.696,11.4675,13.4603,13.1875,16.1145,16.7968,13.2586
202005,19.895,4.9061,14.1799,7.2939,8.3487,14.5287,6.7561,4.043,8.8378,9.293,4.1912,18.7704,6.8895,7.678,11.5488,4.519,7.3059,3.358,4.8617,2.2589,4.1512,11.7983,5.4486,6.257,6.8076,7.852,-0.5988,1.5392,12.8015,9.512,16.2549,9.457,15.7964,2.7969,5.7379,1.422,-1.6131,2.3328,8.2835,-8.2185,10.8274,12.6217,10.5464,8.8667,5.6041,4.2127,6.3468,1.1361,4.5294,-1.0675,10.7227,13.7137,8.9861,11.1067,5.7446,3.4141,5.3377,4.0218,0.9912,0.8863,10.5364,10.5697,8.9989,4.6756,5.8338,3.7552,-0.7518,7.7066,1.236,-2.6302,12.9577,7.3772,8.9913,6.9421,5.716,6.5384,6.6851,-0.8877,-2.9217,7.7127,13.325,9.4392,7.3664,6.9561,2.0891,4.297,-1.1002,3.1498,4.5676,3.1469,6.6615,5.2468,4.8326,4.4327,1.0007,3.9151,2.007,5.3361,6.5233,5.8072
202006,9.819,17.2408,5.3794,16.1708,7.8,14.0276,7.382,11.4766,7.4155,15.5379,11.735,6.2372,4.7868,1.1428,7.2194,7.0473,3.0035,5.2019,3.2747,9.8437,0.3192,5.8211,3.9288,4.3703,5.9636,6.0722,5.2263,2.514,10.7465,3.2425,12.8893,5.3203,2.8575,5.078,2.437,2.3822,2.6966,5.0175,-0.2177,19.9513,3.2746,7.7136,3.3185,0.0474,4.1161,2.077,6.0606,3.0232,-0.3567,-1.6766,2.6741,3.5756,-0.2171,2.7007,1.0195,-1.2387,5.7435,2.5036,2.8149,-3.4132,4.9555,1.248,3.8361,0.1912,-0.2223,-1.293,4.1338,4.2394,2.7781,9.9754,2.3093,1.0727,1.3542,0.3997,0.0272,-0.2143,4.6038,0.6587,-0.7196,5.7488,3.0722,2.565,2.6248,4.2442,1.6278,-0.4422,4.178,0.5867,1.5704,1.4727,2.5337,-1.2403,-0.3562,-1.6851,4.581,-3.6622,-1.8928,0.5813,1.4916,3.7834
